Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita), Population ,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1990,," 47,298 ",1.007886169,,1879.459551,,52.44190979,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1990,," 1,414,692 ",0.02851292,,3740.167578,,25.2347908,10.6426654
Suriname,SUR,Latin America & Caribbean,Upper middle income,1990,," 407,472 ",4.346706031,,6694.728916,,100,98.91025641
Puerto Rico,PRI,Latin America & Caribbean,High income,1990,," 3,537,000 ",,1.746942855,14366.16374,,,32.35625705
Aruba,ABW,Latin America & Caribbean,High income,1990,," 62,149 ",26.37450321,0.268747069,24004.82508,,88.44535065,2.33333326
"Macao SAR, China",MAC,East Asia & Pacific,High income,1990,," 343,935 ",3.006655327,0.66098296,26089.45655,,,
Bermuda,BMU,North America,High income,1990,," 59,326 ",8.468108418,0,26210.9109,,100,18.51851819
Afghanistan,AFG,South Asia,Low income,1990,," 12,249,114 ",0.213449805,15.92453168,,,0.01,2.067824648
Andorra,AND,Europe & Central Asia,High income,1990,," 54,509 ",7.467335669,14.27355021,,,100,34.04255319
American Samoa,ASM,East Asia & Pacific,Upper middle income,1990,," 47,038 ",,0,,,,91.94999695
Channel Islands,CHI,Europe & Central Asia,High income,1990,," 140,671 ",,,,,100,4.040404256
Cayman Islands,CYM,Latin America & Caribbean,High income,1990,," 25,010 ",9.970251899,0,,,100,52.91666587
Eritrea,ERI,Sub-Saharan Africa,Low income,1990,," 3,113,311 ",,,,,17.8409462,16.04950495
Faroe Islands,FRO,Europe & Central Asia,High income,1990,," 47,594 ",14.94722024,2.544771435,,,100,0.057306586
Greenland,GRL,Europe & Central Asia,High income,1990,," 55,600 ",9.958938849,0,,,100,0.00064384
Guam,GUM,East Asia & Pacific,High income,1990,," 130,482 ",,0,,,,46.2962963
Isle of Man,IMN,Europe & Central Asia,High income,1990,," 68,429 ",,,,,100,6.070175506
Cambodia,KHM,East Asia & Pacific,Lower middle income,1990,," 8,973,342 ",0.140577279,,,,0.01,73.32880127
Liberia,LBR,Sub-Saharan Africa,Low income,1990,," 2,097,232 ",0.225555876,88.81723914,,,0.01,51.17317276
Liechtenstein,LIE,Europe & Central Asia,High income,1990,," 28,747 ",,,,,100,40.625
St. Martin (French part),MAF,Latin America & Caribbean,High income,1990,," 30,036 ",,,,,41.97810364,18.38235294
Monaco,MCO,Europe & Central Asia,High income,1990,," 29,439 ",,,,,100,
Montenegro,MNE,Europe & Central Asia,Upper middle income,1990,," 606,372 ",,,,,98.40816498,46.54275093
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1990,," 42,538 ",,,,,,
New Caledonia,NCL,East Asia & Pacific,High income,1990,," 170,899 ",9.269474953,10.15799083,,,,45.89715536
Nauru,NRU,East Asia & Pacific,Upper middle income,1990,," 9,155 ",13.61856909,0,,,100,0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1990,," 1,978,248 ",,22.08208293,,,97.35402679,1.508305635
French Polynesia,PYF,East Asia & Pacific,High income,1990,," 198,375 ",2.19973787,4.731666167,,,100,15.0273224
San Marino,SMR,Europe & Central Asia,High income,1990,," 24,043 ",,,,,100,0
Somalia,SOM,Sub-Saharan Africa,Low income,1990,," 7,397,347 ",0.099143652,87.20321653,,,0.01,13.20177256
South Sudan,SSD,Sub-Saharan Africa,Low income,1990,," 5,768,481 ",,,,,0.01,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1990,,,,,,,100,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,1990,," 11,552 ",2.539473684,1.792108636,,,88.7,36.21052792
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1990,," 751,933 ",,,,,0.01,64.96301278
British Virgin Islands,VGB,Latin America & Caribbean,High income,1990,," 16,461 ",4.009841443,1.453020078,,,,24.73333359
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1990,," 103,963 ",,0,,,100,67.37142835
Kosovo,XKX,Europe & Central Asia,Lower middle income,1990,," 1,862,000 ",,,,,87.69469452,
Qatar,QAT,Middle East & North Africa,High income,1991,14814.29196," 487,491 ",36.31713406,0,,8986.832577,100,0
United Arab Emirates,ARE,Middle East & North Africa,High income,1991,11922.62539," 1,970,026 ",28.93913532,0,70238.33896,8015.122643,100,3.541255984
Bahrain,BHR,Middle East & North Africa,High income,1991,10108.35385," 509,765 ",23.29978127,0,25375.91828,14214.39291,,0.333333339
Curacao,CUW,Latin America & Caribbean,High income,1991,10062.53333," 144,403 ",,0,,4771.369016,100,
Luxembourg,LUX,Europe & Central Asia,High income,1991,9353.421189," 387,000 ",27.43143411,1.700140165,32875.80626,14087.8553,100,
Iceland,ISL,Europe & Central Asia,High income,1991,8054.356723," 257,797 ",6.856146503,54.78742376,22050.63115,15931.13962,100,0.173266841
United States,USA,North America,High income,1991,7631.467806," 252,981,000 ",19.05616319,4.507919594,24405.16481,12134.17213,100,33.03416477
Canada,CAN,North America,High income,1991,7481.503838," 28,171,682 ",15.14925974,22.19784052,20060.67282,16104.46973,100,38.2938938
Brunei Darussalam,BRN,East Asia & Pacific,High income,1991,7333.502332," 266,274 ",19.94117338,0.432168224,56686.65688,4472.836251,100,78.06451497
Russian Federation,RUS,Europe & Central Asia,Upper middle income,1991,5861.15803," 148,624,000 ",,3.766961784,7844.086114,6541.171009,100,49.3564654
Estonia,EST,Europe & Central Asia,High income,1991,5841.390649," 1,561,314 ",,3.526222823,,5617.063576,100,52.04057561
Finland,FIN,Europe & Central Asia,High income,1991,5742.784229," 5,013,740 ",10.71047721,24.02701841,17557.46288,12470.73043,100,72.00499032
Sweden,SWE,Europe & Central Asia,High income,1991,5650.541377," 8,617,375 ",5.979200975,32.45879153,20399.64456,15932.92621,100,68.41399815
Norway,NOR,Europe & Central Asia,High income,1991,5105.108205," 4,261,732 ",7.526341168,60.78488034,19550.40927,23808.62992,100,33.21094974
Belgium,BEL,Europe & Central Asia,High income,1991,5006.004706," 10,004,486 ",11.09099988,1.215081737,19675.76232,6655.414381,100,
Australia,AUS,East Asia & Pacific,High income,1991,4927.78159," 17,284,000 ",15.12796621,8.24547226,17788.91338,8522.159222,100,16.73600354
Ukraine,UKR,Europe & Central Asia,Lower middle income,1991,4852.502987," 52,000,470 ",,0.700765536,6387.203496,4643.265724,98.17831421,16.00759472
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1991,4838.271512," 1,229,907 ",13.83428178,1.30874233,8349.537953,2648.167707,83.61853027,46.78167748
Netherlands,NLD,Europe & Central Asia,High income,1991,4603.733175," 15,069,798 ",10.95929395,1.169571601,19859.87001,5327.476851,100,10.26362559
Lithuania,LTU,Europe & Central Asia,High income,1991,4601.700154," 3,704,134 ",,2.887549503,,4022.532662,100,31.03063178
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1991,4555.897511," 16,450,500 ",,1.287376689,7708.657901,5641.834595,97.89183044,1.267548246
Czech Republic,CZE,Europe & Central Asia,High income,1991,4349.236238," 10,308,578 ",,3.97518245,11595.70126,5256.302082,100,34.02355377
Belarus,BLR,Europe & Central Asia,Upper middle income,1991,4348.467922," 10,194,000 ",,0.898691698,5517.865517,4426.034923,100,38.84145139
Germany,DEU,Europe & Central Asia,High income,1991,4302.891175," 80,013,896 ",11.62264617,1.988632809,20952.52849,6564.797195,100,32.38163547
Singapore,SGP,East Asia & Pacific,High income,1991,4167.365585," 3,135,083 ",14.4395268,0.495509224,23784.27693,5104.809027,100,24.40298564
France,FRA,Europe & Central Asia,High income,1991,4043.099021," 58,559,311 ",6.67168905,11.01222193,18322.66249,6359.774281,100,26.51972436
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1991,4011.469221," 3,789,185 ",,0.317767787,5151.393989,2198.361917,98.74869537,8.782159045
Saudi Arabia,SAU,Middle East & North Africa,High income,1991,4002.95201," 16,867,829 ",15.87447958,0.036699861,31564.35345,4098.749163,,0.454484135
New Zealand,NZL,East Asia & Pacific,High income,1991,3763.814483," 3,495,100 ",6.891034877,29.67894686,14566.81431,8842.379331,100,36.86187235
Denmark,DNK,Europe & Central Asia,High income,1991,3734.818398," 5,154,298 ",11.69331149,7.070898966,19044.60268,6217.335513,100,12.91413052
United Kingdom,GBR,Europe & Central Asia,High income,1991,3707.951971," 57,424,897 ",9.870809033,0.608264131,17254.54314,5451.677171,100,11.55540899
Switzerland,CHE,Europe & Central Asia,High income,1991,3637.19412," 6,799,978 ",6.280297083,17.47275048,27915.66969,7538.406742,100,29.22664569
Slovak Republic,SVK,Europe & Central Asia,High income,1991,3606.582437," 5,303,294 ",,2.08678407,,5115.12279,100,39.95841996
Japan,JPN,East Asia & Pacific,High income,1991,3575.246092," 123,921,000 ",8.871630055,4.730569218,20770.46104,7009.029946,100,68.41086015
Austria,AUT,Europe & Central Asia,High income,1991,3415.173082," 7,754,891 ",7.944096184,24.49579821,20585.15301,6347.220096,100,45.80043535
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1991,3087.874708," 7,271,000 ",,0.804646398,5558.818413,2631.137395,96.16372681,10.2839564
Oman,OMN,Middle East & North Africa,High income,1991,3083.719732," 1,893,771 ",6.215677608,0,23754.47441,2154.431555,,0.006462036
Ireland,IRL,Europe & Central Asia,High income,1991,2827.844498," 3,534,235 ",8.884672638,2.229175901,14394.03949,3897.873231,100,6.996661344
Latvia,LVA,Europe & Central Asia,High income,1991,2791.674731," 2,650,581 ",,18.68121836,,3285.317445,100,51.01614252
Slovenia,SVN,Europe & Central Asia,High income,1991,2778.95039," 1,999,429 ",,13.13077817,,5087.452468,100,58.98709037
Italy,ITA,Europe & Central Asia,High income,1991,2645.673237," 56,758,521 ",7.468379928,4.66941317,19456.30276,4224.740106,100,26.07153753
Hungary,HUN,Europe & Central Asia,High income,1991,2642.922571," 10,373,400 ",6.418858426,4.27666391,8311.264686,3223.918869,100,20.16913292
Poland,POL,Europe & Central Asia,High income,1991,2641.029448," 38,246,193 ",9.455665483,2.064668571,5915.584962,3088.228938,100,29.05351074
Gibraltar,GIB,Europe & Central Asia,High income,1991,2590.716144," 29,212 ",6.778652609,0,,2978.228125,100,0
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1991,2536.644005," 8,632,367 ",6.666757565,2.250552832,4959.814879,4361.144516,100,30.11660534
Libya,LBY,Middle East & North Africa,Upper middle income,1991,2493.07516," 4,544,293 ",9.432394214,3.011596948,,1657.683604,99.84741974,0.123327688
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1991,2471.021497," 38,437,855 ",8.491906507,17.46611882,6265.721907,4051.05852,60.57508087,7.617736524
Spain,ESP,Europe & Central Asia,High income,1991,2397.714173," 38,966,376 ",5.790484006,9.921293468,14410.22824,3607.700136,100,28.28415873
Israel,ISR,Middle East & North Africa,High income,1991,2324.539301," 4,949,000 ",7.426619721,6.025400839,15772.55082,3981.208325,100,6.196857953
Armenia,ARM,Europe & Central Asia,Upper middle income,1991,2317.918745," 3,505,251 ",,2.309435803,2227.669456,2689.678999,97.85359192,11.75272216
"Korea, Rep.",KOR,East Asia & Pacific,High income,1991,2306.643472," 43,295,704 ",6.039462229,0.955805367,9343.977813,2588.848076,,65.95272449
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1991,2294.824122," 20,952,000 ",,1.211402727,1997.826315,2324.980909,98.57321167,7.15796897
Romania,ROU,Europe & Central Asia,Upper middle income,1991,2231.806142," 23,001,155 ",6.099190193,4.969561234,4776.4456,2521.003837,100,27.7630088
Moldova,MDA,Europe & Central Asia,Lower middle income,1991,2227.542387," 3,704,000 ",,1.616865945,,3438.444924,95.2743988,9.704898083
Serbia,SRB,Europe & Central Asia,Upper middle income,1991,2201.633412," 7,595,636 ",,18.21979251,,4411.480487,99.36639404,28.31008461
Greece,GRC,Europe & Central Asia,High income,1991,2094.621503," 10,319,927 ",7.176639815,8.316861357,13997.53683,3253.220687,100,25.82777309
Georgia,GEO,Europe & Central Asia,Lower middle income,1991,2079.052503," 4,835,900 ",,14.11875079,4177.738249,2696.705887,97.51725006,39.60282055
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1991,2033.667831," 20,332,079 ",5.677767974,13.19355552,10344.99059,2519.958731,97.53620911,58.65710561
Malta,MLT,Middle East & North Africa,High income,1991,1846.50057," 363,845 ",5.654020256,0,9986.275656,3597.685828,100,1.093749981
Croatia,HRV,Europe & Central Asia,High income,1991,1811.534812," 4,510,000 ",,33.35454151,,2712.416851,100,33.08889286
Cyprus,CYP,Europe & Central Asia,High income,1991,1778.897219," 783,129 ",5.988914981,0.365810347,13367.81103,2481.072722,100,17.54978395
Mongolia,MNG,East Asia & Pacific,Lower middle income,1991,1720.318785," 2,217,918 ",5.482516486,1.969590208,3076.087242,1340.44631,68.6997757,8.016490904
Portugal,PRT,Europe & Central Asia,High income,1991,1703.316438," 9,960,235 ",4.416863558,25.78751954,12721.23713,2676.643674,100,37.45027269
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1991,1554.12274," 5,752,000 ",4.979010779,1.041433078,18884.53742,4401.251739,100,
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1991,1538.334478," 20,609,150 ",,7.538102531,,1156.864791,0.028545072,67.05589399
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1991,1520.614526," 4,463,600 ",,9.017271095,2103.672424,2322.340712,99.26725769,4.358706986
Mexico,MEX,Latin America & Caribbean,Upper middle income,1991,1491.302896," 87,071,512 ",3.812485098,13.19551185,6346.799808,1272.218633,94.5752945,35.78775255
Malaysia,MYS,East Asia & Pacific,Upper middle income,1991,1453.77975," 18,529,454 ",3.701740753,11.15343552,7514.934249,1265.606639,94.29708862,67.86638259
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1991,1444.920776," 4,371,603 ",,8.759514761,,2104.948688,97.11223602,43.06640625
Argentina,ARG,Latin America & Caribbean,High income,1991,1430.514982," 33,193,918 ",3.52770381,8.748184307,8145.332833,1342.926737,91.12367249,12.60635995
Cuba,CUB,Latin America & Caribbean,Upper middle income,1991,1350.827606," 10,663,585 ",2.786120615,47.17417518,,1049.834554,92.99980164,19.51303493
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1991,1339.522209," 57,375,584 ",3.963387475,1.226917409,8379.374425,999.8329603,95.83211517,5.58769833
Kuwait,KWT,Middle East & North Africa,High income,1991,1322.225066," 2,035,661 ",5.006036369,0.354049306,,4956.62097,100,0.20145903
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1991,1247.108277," 978,223 ",4.637060261,75.15044417,13452.08257,904.7016887,65.70444489,85.38052548
North Macedonia,MKD,Europe & Central Asia,Upper middle income,1991,1217.815464," 1,993,302 ",,4.42483482,5371.214566,2708.069324,94.68214417,35.86315376
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1991,1143.794075," 2,443,689 ",3.173769248,7.693223527,5062.158742,712.038234,76.57942963,31.78485789
Chile,CHL,Latin America & Caribbean,High income,1991,1064.486012," 13,457,244 ",2.327632166,37.27277893,4947.36936,1317.65464,94.25153351,20.60449176
Turkey,TUR,Europe & Central Asia,Upper middle income,1991,947.7563045," 54,840,531 ",2.710036542,24.18419764,6302.789572,965.3079399,89.4154129,12.57500307
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1991,943.7184162," 10,443,043 ",1.52782259,63.74078146,1985.169374,875.6068514,30.71880531,56.44823575
Brazil,BRA,Latin America & Caribbean,Upper middle income,1991,940.0013727," 151,976,577 ",1.443186893,48.9381685,6892.126837,1483.011425,89.8356247,65.1056186
Tajikistan,TJK,Europe & Central Asia,Low income,1991,938.9004861," 5,400,714 ",,30.99936351,2222.433029,3200.132427,96.82150269,2.915118605
Jordan,JOR,Middle East & North Africa,Upper middle income,1991,901.5714414," 3,753,433 ",2.610469935,2.882681815,4053.249154,902.3739068,97.41606903,1.10494107
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1991,889.7357119," 12,815,219 ",3.318699899,2.107307275,,700.5732793,81.38981628,2.056807052
Iraq,IRQ,Middle East & North Africa,Upper middle income,1991,889.2650304," 17,942,715 ",2.543826227,0.746342013,2693.444986,1092.922671,93.80567932,1.841461519
Algeria,DZA,Middle East & North Africa,Upper middle income,1991,883.7253617," 26,554,329 ",2.976897628,0.323692176,6591.301496,529.4052055,98.37776947,0.696213672
Lebanon,LBN,Middle East & North Africa,Upper middle income,1991,878.6068618," 2,752,462 ",3.0801893,8.525147476,5675.225357,1017.271083,98.08947754,12.8054741
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1991,875.8317563," 1,416,731 ",1.86102584,48.0827464,5541.581706,798.3166882,10.1,23.99678894
Thailand,THA,East Asia & Pacific,Upper middle income,1991,795.4800554," 57,258,401 ",1.74267418,33.01563167,4764.695547,791.7266149,77.06542206,28.00133025
Uruguay,URY,Latin America & Caribbean,High income,1991,779.4160374," 3,132,050 ",1.454131958,43.72981811,6756.732805,1344.806117,96.50038147,4.88509879
China,CHN,East Asia & Pacific,Upper middle income,1991,736.8518014," 1,150,780,000 ",2.229439639,33.25847354,1099.052228,548.9537531,92.65581513,16.94954797
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1991,733.7247682," 4,323,410 ",0.493636736,79.15027702,5356.290682,525.7424117,81.32014465,52.80166023
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1991,712.2481627," 97,726,323 ",0.432566935,86.50356978,2194.603348,89.5459865,33.55838013,18.47261195
Colombia,COL,Latin America & Caribbean,Upper middle income,1991,701.2890025," 34,916,766 ",1.635914936,37.00122769,4991.542001,842.2887733,90.76000977,57.8234706
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1991,679.5773212," 8,239,732 ",0.293280534,82.25315767,1523.16842,737.4026243,14.11542606,70.80186502
Panama,PAN,Latin America & Caribbean,High income,1991,640.5343097," 2,523,181 ",1.286191914,41.25841732,5621.379617,877.8601297,73.3535614,67.56389824
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1991,636.0042405," 10,460,990 ",1.577081423,24.1630989,5083.468049,509.512006,89.42610169,52.52366129
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1991,634.4217232," 1,070,266 ",1.421894183,43.34216479,5096.764046,728.7907866,99.2784729,20.28571444
Tunisia,TUN,Middle East & North Africa,Lower middle income,1991,581.9977324," 8,417,684 ",1.840103287,14.79053885,3810.753589,644.0013666,88.66529846,4.263645883
Albania,ALB,Europe & Central Asia,Upper middle income,1991,572.781844," 3,266,790 ",1.3122126,32.99817424,1909.591657,418.453589,100,28.71715239
Indonesia,IDN,East Asia & Pacific,Lower middle income,1991,560.5153062," 184,615,979 ",0.973538,57.82874174,3245.683914,177.9315105,48.9,64.38139207
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1991,560.4788187," 3,175,649 ",1.05079938,44.68947084,5195.642148,1131.107374,97.63420105,49.84723759
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1991,552.4289951," 7,325,622 ",1.371066238,28.16324308,3620.810015,398.3279509,78.2,23.66176725
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1991,549.2365672," 58,752,390 ",1.339789275,9.052034733,3805.713156,678.627712,94.31864929,0.045707971
